AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,Class
70937.0,1640.005,460.0704,207.4556,0.8926,300.5325,0.8903,,0.6278,2.2177,0.3314,0.6532,0.0065,,0.4267,0.9463,Kirmizi_Pistachio
98290.0,2058.9761,437.2366,303.0911,0.7207,353.7608,0.928,105919.0,,1.4426,0.2914,0.8091,0.0044,0.0031,0.6546,0.9443,Siit_Pistachio
75142.0,1989.821,476.7832,224.8386,0.8818,309.3118,0.8789,85497.0,0.6846,2.1206,0.2385,,0.0063,0.003,0.4209,0.8925,Kirmizi_Pistachio
71661.0,1294.119,453.5826,221.3619,0.8728,302.0623,0.8917,80363.0,0.6464,2.0491,0.5377,0.6659,0.0063,0.0031,0.4435,0.9087,Kirmizi_Pistachio
87349.0,1146.321,,272.7985,0.75,333.4909,,88950.0,,1.5118,0.8353,0.8086,0.0047,0.0031,0.6539,0.9885,Siit_Pistachio
40680.0,1226.045,347.5499,164.0527,0.8816,227.586,0.8485,47945.0,0.5347,2.1185,0.3401,0.6548,0.0085,0.004,0.4288,0.9084,Kirmizi_Pistachio
73332.0,1996.526,460.3441,234.4784,0.8606,305.5638,0.872,84093.0,0.7132,1.9633,0.2312,0.6638,,0.0032,0.4406,0.865,Kirmizi_Pistachio
67458.0,1792.79,,228.1802,0.8383,293.0703,,,0.6471,1.834,0.2637,0.7003,0.0062,0.0034,0.4904,0.8995,Kirmizi_Pistachio
71594.0,1168.067,,193.353,0.9136,301.9211,0.981,72982.0,,,0.6594,0.635,0.0066,0.0027,0.4032,0.9916,Kirmizi_Pistachio
73575.0,1607.095,393.5164,251.2209,0.7697,306.0696,0.9454,,0.711,1.5664,0.358,,0.0053,0.0034,0.6049,0.9476,
101876.0,1222.046,457.9877,287.4138,0.7786,360.1563,0.9717,104838.0,0.7254,1.5935,0.8572,0.7864,0.0045,0.0028,0.6184,0.9854,Siit_Pistachio
62240.0,1898.45,385.7238,218.1349,0.8247,281.5074,0.8947,69563.0,0.6727,1.7683,0.217,0.7298,,0.0035,0.5326,0.9418,Kirmizi_Pistachio
87582.0,2388.78,453.0429,272.215,0.7994,333.9354,0.8805,99467.0,0.6843,1.6643,0.1929,0.7371,0.0052,0.0031,0.5433,0.9042,Kirmizi_Pistachio
56479.0,1767.281,395.8196,202.2451,0.8596,268.1628,0.8584,65794.0,0.6639,1.9571,0.2272,0.6775,0.007,0.0036,0.459,0.8983,Siit_Pistachio
69661.0,2078.5439,444.0122,224.1117,0.8633,297.8173,0.8698,80087.0,0.6746,1.9812,0.2026,0.6707,0.0064,0.0032,,0.8913,Kirmizi_Pistachio
84269.0,1117.506,444.87,,0.8388,327.5586,0.9939,84787.0,0.7093,1.837,0.848,,,0.0029,0.5421,0.9959,Siit_Pistachio
99362.0,,468.1415,272.4168,0.8133,355.6847,0.9932,,0.6916,1.7185,0.8647,0.7598,0.0047,0.0027,0.5773,0.992,Siit_Pistachio
65471.0,,401.476,215.7959,0.8433,288.7218,0.91,71950.0,0.7343,1.8604,0.2308,0.7192,0.0061,0.0033,0.5172,0.9622,Kirmizi_Pistachio
101281.0,1219.189,461.6475,,0.7923,359.103,0.9916,102136.0,0.7713,1.6391,0.8562,0.7779,0.0046,0.0028,0.6051,0.9918,Siit_Pistachio
92322.0,1260.796,465.4449,260.75,0.8283,342.8528,,97345.0,0.7076,,0.7298,,,0.0028,0.5426,0.9686,Siit_Pistachio
92332.0,1138.6899,418.073,282.4232,0.7373,342.8713,0.9902,93243.0,0.7491,1.4803,0.8949,0.8201,0.0045,0.0031,0.6726,0.9957,Siit_Pistachio
78741.0,2153.0681,432.2454,296.8213,0.7269,316.6325,0.8399,93746.0,0.6247,1.4562,0.2134,0.7325,0.0055,,0.5366,0.7814,Kirmizi_Pistachio
75828.0,1160.808,459.4689,215.4052,0.8833,310.7205,0.9672,78401.0,0.7643,,0.7072,,,,0.4573,0.9755,Kirmizi_Pistachio
74065.0,1380.55,,245.2286,0.7963,307.0871,0.9041,81920.0,0.7251,1.6533,0.4883,0.7574,0.0055,0.0033,0.5737,0.9485,Kirmizi_Pistachio
101104.0,1889.661,,,0.735,358.7891,0.9262,109162.0,0.7241,1.4749,0.3558,0.8014,0.0044,0.003,0.6422,0.9472,Siit_Pistachio
95548.0,2225.053,481.343,266.6153,0.8326,348.7915,0.9202,103838.0,0.7395,1.8054,0.2425,0.7246,0.005,0.0028,0.5251,0.948,Siit_Pistachio
84010.0,1241.546,490.5629,221.6895,0.8921,327.0548,0.9836,85410.0,0.7595,2.2128,0.6849,0.6667,,0.0026,0.4445,0.9836,Kirmizi_Pistachio
,1115.425,421.9984,175.9087,0.909,267.9633,0.9352,60301.0,0.5526,2.399,0.5696,0.635,0.0075,0.0031,0.4032,0.9673,
100331.0,1660.769,469.847,280.7718,0.8018,357.4149,0.9505,105555.0,0.7528,1.6734,0.4571,0.7607,0.0047,0.0028,0.5787,0.9684,Siit_Pistachio
,1443.452,455.6399,231.1062,0.8618,314.8501,0.9243,,0.7046,1.9716,0.4696,0.691,0.0059,0.003,,,Kirmizi_Pistachio
95449.0,1275.073,494.9586,251.5045,0.8613,348.6107,0.9523,100228.0,0.7748,1.968,0.7378,0.7043,0.0052,0.0026,0.4961,0.9763,Siit_Pistachio
67297.0,1135.11,422.0551,206.534,0.8721,292.7203,0.9607,70053.0,0.7059,2.0435,0.6563,0.6936,0.0063,0.0031,0.481,,
77610.0,,,275.3095,0.8089,314.3503,0.7914,98064.0,0.6101,1.701,0.1524,0.6712,0.006,0.0035,0.4506,0.7664,Siit_Pistachio
44735.0,1072.088,365.321,159.5882,0.8995,238.6595,0.9329,47952.0,0.7573,2.2891,0.4891,0.6533,0.0082,0.0036,0.4268,0.977,Kirmizi_Pistachio
61836.0,2251.144,379.0857,238.2245,0.7779,,0.8194,75468.0,0.6894,1.5913,0.1533,0.7402,0.0061,0.0039,,0.8718,Kirmizi_Pistachio
73254.0,1967.176,,,0.8388,305.4012,0.9119,80327.0,0.7125,,0.2379,0.7109,0.0059,0.0032,0.5053,0.9281,Kirmizi_Pistachio
64467.0,1253.8051,411.6982,218.9355,0.8469,286.4995,0.8878,,,1.8805,0.5153,0.6959,0.0064,0.0034,0.4843,0.9107,Kirmizi_Pistachio
71991.0,1429.066,453.819,211.9316,0.8843,302.757,0.929,77489.0,0.6628,2.1413,0.443,0.6671,0.0063,,,0.953,Kirmizi_Pistachio
58747.0,,462.1706,166.2839,0.933,273.4941,0.9328,62980.0,,2.7794,0.4218,0.5918,0.0079,0.0028,0.3502,0.9733,Kirmizi_Pistachio
71693.0,,388.2366,252.82,0.7589,302.1297,,78304.0,0.6892,1.5356,0.4204,0.7782,0.0054,0.0035,0.6056,0.93,Kirmizi_Pistachio
80345.0,,430.1092,264.7543,0.7881,319.8412,0.9066,,0.7165,1.6246,0.3302,0.7436,0.0054,0.0033,0.553,0.8984,
85178.0,2043.08,462.0688,247.9352,0.8439,329.3205,0.9123,93367.0,0.7118,1.8637,0.2564,0.7127,0.0054,0.0029,0.508,0.9467,Siit_Pistachio
79327.0,1638.396,430.3005,262.6027,0.7922,317.8086,0.8779,90355.0,0.7083,1.6386,0.3714,0.7386,0.0054,0.0033,0.5455,0.8938,Kirmizi_Pistachio
96996.0,1638.705,453.3046,277.1596,0.7913,351.4244,0.9573,101320.0,0.6395,1.6355,0.4539,0.7753,,0.0029,0.601,0.983,Siit_Pistachio
71263.0,1041.942,405.6606,225.3576,0.8315,301.2223,0.9896,72011.0,0.7685,1.8001,0.8249,0.7425,0.0057,0.0032,0.5514,0.9925,Siit_Pistachio
86596.0,1173.934,471.1148,239.3542,0.8613,332.0504,0.9593,90270.0,0.7356,,0.7896,0.7048,0.0054,0.0028,0.4968,,Kirmizi_Pistachio
57971.0,1458.281,,209.833,0.8266,271.6817,0.9296,62364.0,0.6946,1.7768,0.3426,,0.0064,0.0036,0.531,0.9435,Kirmizi_Pistachio
91128.0,1245.074,452.3971,258.4213,0.8208,340.6285,0.9787,93114.0,0.749,1.7506,0.7387,0.7529,0.005,0.0028,0.5669,0.9925,
82095.0,1161.403,,242.8044,0.8268,323.3057,0.9885,,0.7266,,0.7648,0.7489,0.0053,0.003,0.5609,0.9972,Siit_Pistachio
,1209.14,465.0345,239.9712,0.8566,333.3802,0.9914,88046.0,0.6441,1.9379,0.7503,0.7169,0.0053,0.0027,0.5139,0.9959,Siit_Pistachio
91103.0,1270.084,480.812,,0.8639,340.5818,0.9825,92724.0,0.7605,1.9857,0.7097,0.7083,0.0053,0.0027,0.5018,0.9963,Siit_Pistachio
89368.0,1316.394,477.6349,250.8954,0.8509,337.3231,0.9538,,0.7496,1.9037,0.6481,0.7062,0.0053,0.0028,0.4988,0.9495,Kirmizi_Pistachio
74220.0,1200.856,458.5318,209.6977,0.8893,307.4083,0.9733,76253.0,0.747,2.1866,0.6468,0.6704,0.0062,0.0028,0.4495,0.9828,Kirmizi_Pistachio
,,439.1718,218.9616,0.8668,305.8594,0.9698,75764.0,0.7522,2.0057,0.7124,0.6964,0.006,0.003,0.485,0.9728,Kirmizi_Pistachio
78795.0,,,226.5335,0.8641,316.7411,0.9713,81125.0,0.782,1.9866,0.7826,0.7038,0.0057,0.0029,0.4954,0.9841,Siit_Pistachio
83044.0,1212.619,492.7513,,0.883,325.169,0.9153,,,2.1301,0.7097,,0.0059,0.0028,0.4355,0.9276,Kirmizi_Pistachio
78195.0,1202.542,462.1558,,0.859,315.5328,0.8876,88093.0,0.6845,1.9534,0.6795,,0.0059,,0.4661,0.9106,
68481.0,1091.243,442.836,199.2699,0.893,295.2841,0.9825,69700.0,0.772,2.2223,0.7227,,0.0065,0.0029,0.4446,0.9881,Kirmizi_Pistachio
62484.0,,420.0703,200.3891,0.8789,282.0587,0.9228,67708.0,0.6376,,0.6451,0.6715,0.0067,0.0032,0.4509,,Kirmizi_Pistachio
77211.0,1107.1479,442.6514,226.4557,0.8592,,0.982,,0.6827,1.9547,0.7915,0.7083,0.0057,0.0029,0.5017,0.9807,Kirmizi_Pistachio
65159.0,1111.235,430.5833,194.4411,0.8922,288.033,0.9706,67136.0,,2.2145,0.6631,0.6689,0.0066,0.003,0.4475,0.9909,Kirmizi_Pistachio
76282.0,1154.184,,227.9798,0.855,311.6493,0.9673,,0.7054,1.928,0.7196,,,0.003,0.5027,0.9692,Kirmizi_Pistachio
57825.0,1675.674,,210.4588,0.8511,271.3394,0.8426,,,1.9048,0.2588,0.6769,0.0069,0.0036,0.4582,0.8727,Kirmizi_Pistachio
92173.0,1324.228,493.4748,257.175,0.8535,342.576,0.924,,0.7063,,0.6605,0.6942,0.0054,0.0028,0.4819,0.9247,Siit_Pistachio
,,471.0289,261.5996,0.8316,346.4767,0.9543,98795.0,0.7608,,0.7472,,0.005,0.0028,0.5411,0.9742,Siit_Pistachio
83711.0,1903.675,480.3589,256.2626,0.8458,326.4723,0.8505,98431.0,0.7089,1.8745,0.2903,0.6796,0.0057,0.0031,0.4619,0.8658,Kirmizi_Pistachio
,1402.432,460.5004,202.9455,0.8977,296.5899,,75684.0,0.6446,2.2691,0.4414,0.6441,0.0067,0.0029,0.4148,0.9412,Kirmizi_Pistachio
70167.0,1093.532,419.1298,217.798,0.8544,298.897,0.9573,73298.0,0.695,1.9244,0.7374,0.7131,0.006,0.0031,0.5086,,Kirmizi_Pistachio
,1838.963,367.8483,213.3232,,271.1563,0.8755,65958.0,0.6961,1.7244,0.2146,0.7371,0.0064,0.0037,0.5434,0.937,Kirmizi_Pistachio
78114.0,1135.542,439.8717,227.3448,0.8561,315.3694,0.9892,78967.0,,1.9348,0.7613,0.717,0.0056,0.0029,0.514,0.9946,Siit_Pistachio
92480.0,1255.385,500.6346,240.093,0.8775,343.146,0.9685,95490.0,0.7341,2.0852,0.7374,,0.0054,0.0026,0.4698,0.9796,Kirmizi_Pistachio
75982.0,,469.321,208.4384,0.896,311.0358,0.9832,77284.0,0.7004,2.2516,0.6963,0.6627,,0.0027,0.4392,0.9889,Kirmizi_Pistachio
,,418.0582,,0.8133,315.1412,0.962,81085.0,0.7542,1.7185,0.7633,,0.0054,0.0031,0.5682,0.9765,Siit_Pistachio
96425.0,,513.5703,243.3371,0.8806,350.3885,,98802.0,0.7015,2.1105,0.6676,0.6823,0.0053,0.0025,0.4655,0.9824,Kirmizi_Pistachio
88469.0,1529.411,427.0288,282.8887,0.7491,335.6222,0.9243,,,1.5095,0.4753,0.7859,0.0048,0.0032,0.6177,0.9325,Siit_Pistachio
58352.0,1141.791,449.2617,,0.9247,272.5731,0.9765,59754.0,0.6487,2.6263,0.5625,0.6067,0.0077,0.0029,0.3681,0.9667,Siit_Pistachio
81075.0,,493.3022,,0.9,321.291,0.9559,84819.0,0.6858,2.2944,0.6936,0.6513,0.0061,0.0027,0.4242,0.9733,Kirmizi_Pistachio
87145.0,1581.834,432.7683,266.0722,0.7887,333.1013,0.9434,92377.0,0.7111,1.6265,0.4377,0.7697,,0.0031,0.5924,0.9636,Siit_Pistachio
68194.0,1239.114,471.0256,194.7796,0.9105,294.6647,0.9182,74272.0,0.7073,2.4182,0.5581,,0.0069,0.0029,0.3914,0.9464,Kirmizi_Pistachio
58424.0,1753.005,397.4376,192.0517,0.8755,272.7412,0.9236,63260.0,0.6785,,0.2389,0.6862,0.0068,0.0033,0.4709,0.9746,Kirmizi_Pistachio
77386.0,,450.4819,269.9047,0.8006,313.8963,0.8211,94245.0,0.6407,1.669,0.2541,0.6968,0.0058,0.0035,0.4855,0.8104,Siit_Pistachio
88747.0,1964.688,427.2782,278.8618,0.7577,336.149,0.926,95835.0,0.7285,1.5322,0.2889,0.7867,0.0048,0.0031,0.6189,0.9483,Siit_Pistachio
83361.0,1205.5811,494.268,219.3946,0.8961,325.7891,0.964,,0.7453,2.2529,0.7207,0.6591,0.0059,0.0026,0.4345,0.9788,Siit_Pistachio
89442.0,1235.306,433.1207,265.8733,0.7894,337.4627,0.9775,91502.0,0.7772,1.629,0.7366,,0.0048,0.003,,0.9889,Siit_Pistachio
,1118.512,436.2821,224.8806,0.8569,309.4949,0.964,78041.0,0.7559,1.9401,0.7557,0.7094,0.0058,0.003,0.5032,0.9763,Kirmizi_Pistachio
73027.0,1128.66,437.458,235.198,0.8432,304.9276,0.9009,81059.0,0.7306,1.86,0.7204,,0.006,0.0032,0.4859,0.9037,Siit_Pistachio
95049.0,1432.092,455.4469,267.4241,0.8095,347.8795,0.979,97091.0,0.7213,1.7031,0.5824,0.7638,0.0048,0.0028,0.5834,0.9936,Siit_Pistachio
80649.0,1134.808,423.9556,245.3121,0.8156,320.4458,0.975,82719.0,0.6554,1.7282,0.787,0.7558,0.0053,0.003,0.5713,0.9873,Siit_Pistachio
,1654.688,482.0597,276.0974,0.8197,360.075,0.9356,108843.0,0.726,1.746,0.4674,0.747,0.0047,0.0027,,0.9741,Siit_Pistachio
98560.0,2034.28,435.5154,315.6377,0.689,354.2464,0.8665,113742.0,0.7137,1.3798,0.2993,0.8134,0.0044,0.0032,,0.9129,Siit_Pistachio
97495.0,2725.947,468.5151,297.1961,0.7731,352.3272,0.8712,111913.0,0.7119,1.5765,0.1649,,,0.003,0.5655,,
103994.0,1308.547,504.0231,263.6865,0.8522,363.8809,0.985,105579.0,0.7584,1.9114,0.7632,,0.0048,0.0025,0.5212,0.9963,Siit_Pistachio
82939.0,,436.4992,244.8998,0.8278,324.9634,0.9861,84111.0,0.7453,1.7824,0.7663,,0.0053,0.003,0.5542,0.9879,Siit_Pistachio
93226.0,,465.8731,258.1971,0.8324,344.5273,0.9829,94845.0,0.7436,1.8043,0.8392,0.7395,0.005,0.0028,0.5469,0.9868,Siit_Pistachio
99009.0,1199.3459,,,0.8039,355.0524,0.994,99611.0,0.7096,1.6813,0.865,0.7673,0.0047,0.0028,0.5887,0.9898,Siit_Pistachio
71407.0,1176.4659,443.3218,211.6084,0.8787,301.5265,0.9437,75664.0,0.7116,,0.6483,0.6802,0.0062,,0.4626,0.9692,Kirmizi_Pistachio
70612.0,1084.694,425.2703,216.6222,0.8605,,0.9783,72181.0,0.7603,1.9632,,0.7051,0.006,0.0031,0.4971,0.9759,Kirmizi_Pistachio
62031.0,1033.151,405.0654,,0.8673,281.0344,0.961,64549.0,0.7328,2.009,0.7303,0.6938,0.0065,0.0033,,0.9671,Kirmizi_Pistachio
80033.0,,,260.9348,0.7977,319.2196,0.9007,,0.6782,1.6581,0.3033,0.7378,0.0054,0.0033,,,Siit_Pistachio
79301.0,,,233.2699,0.8453,317.7565,0.9869,80356.0,0.7437,,0.791,0.7277,0.0055,0.0029,0.5295,0.9913,Kirmizi_Pistachio
84715.0,1479.464,455.3496,239.6014,0.8504,328.4243,0.9822,86253.0,0.7551,1.9004,0.4864,0.7213,0.0054,0.0028,0.5202,0.9886,Siit_Pistachio
58954.0,,405.8917,215.9595,0.8467,273.9755,0.8516,69229.0,0.67,,0.2102,0.675,0.0069,0.0037,0.4556,0.8563,Kirmizi_Pistachio
93587.0,1311.856,,,0.808,345.1937,0.9452,99012.0,0.7586,1.6973,0.6834,0.7563,0.0049,0.0029,0.5719,0.9708,Siit_Pistachio
83962.0,2205.3831,431.3315,278.8109,0.763,326.9614,0.8369,100320.0,0.6498,1.547,0.2169,0.758,0.0051,0.0033,0.5746,0.8889,Siit_Pistachio
71894.0,1259.405,462.1832,,,302.5529,0.917,78404.0,0.6902,2.2034,0.5696,,,0.0029,0.4285,0.9442,Kirmizi_Pistachio
74673.0,1955.649,450.7327,237.1064,0.8505,308.345,0.8704,,0.6051,1.901,0.2454,0.6841,0.006,0.0032,0.468,0.8896,Siit_Pistachio
80425.0,1099.2,432.3026,238.8206,,320.0005,0.989,81322.0,0.7421,1.8102,0.8365,0.7402,0.0054,0.003,0.5479,0.9918,Siit_Pistachio
72688.0,1160.561,448.4395,215.8467,0.8765,304.2191,0.9452,76901.0,0.7118,2.0776,0.6782,0.6784,0.0062,0.003,0.4602,0.9561,Kirmizi_Pistachio
82522.0,1144.26,460.34,231.464,0.8644,,0.9773,84435.0,0.7456,1.9888,0.792,0.7041,0.0056,0.0028,0.4958,0.9861,Kirmizi_Pistachio
66793.0,2050.2749,420.0432,288.1941,0.7275,291.6222,0.7598,87906.0,0.5951,1.4575,0.1997,0.6943,,0.0043,0.482,0.7025,Siit_Pistachio
71613.0,,438.0688,214.9722,0.8713,301.9611,0.9586,74708.0,0.7366,2.0378,0.7447,0.6893,0.0061,0.003,0.4751,0.9682,Kirmizi_Pistachio
75008.0,2229.2529,452.4538,287.4178,0.7723,309.0358,0.7895,,0.5952,1.5742,0.1897,,0.006,0.0038,0.4665,0.7344,Siit_Pistachio
63036.0,,407.1804,214.7104,0.8497,283.3018,0.9128,69056.0,0.6475,1.8964,0.5654,0.6958,0.0065,0.0034,0.4841,,Kirmizi_Pistachio
83119.0,1149.202,,247.0322,0.8201,325.3159,0.9883,84104.0,0.7999,1.7478,0.7909,,0.0052,0.003,0.5677,0.9923,Siit_Pistachio
98740.0,1227.058,486.8997,259.8346,0.8457,354.5697,0.9925,99487.0,0.7484,1.8739,0.8241,0.7282,,0.0026,0.5303,0.9937,Siit_Pistachio
80031.0,1160.421,441.1293,231.2938,,319.2157,0.9886,80954.0,0.7722,1.9072,0.7469,0.7236,0.0055,0.0029,0.5236,0.9987,Kirmizi_Pistachio
72064.0,1151.364,436.2237,213.0541,0.8726,302.9104,0.9781,73679.0,0.767,2.0475,0.6831,0.6944,0.0061,0.003,0.4822,,Kirmizi_Pistachio
89531.0,1201.969,475.7151,244.3658,,337.6306,0.9867,90741.0,,1.9467,0.7787,0.7097,0.0053,0.0027,0.5037,0.9806,Kirmizi_Pistachio
82217.0,1127.793,433.8209,248.6817,0.8194,323.5459,0.9581,85812.0,0.7423,1.7445,0.8123,0.7458,0.0053,0.003,0.5562,0.9703,Siit_Pistachio
87332.0,1940.563,435.628,276.4739,0.7728,333.4585,0.9016,,0.7205,1.5757,0.2914,,,0.0032,0.5859,0.9232,
,1148.733,,224.5068,0.8533,310.1052,0.9806,77025.0,0.7591,1.9178,0.7192,,0.0057,0.003,0.5187,,Siit_Pistachio
75774.0,1246.739,471.5271,209.4066,0.896,,0.9534,79477.0,0.7284,2.2517,0.6126,0.6587,0.0062,0.0028,0.4339,0.9771,Kirmizi_Pistachio
70645.0,1207.631,442.8906,211.4336,0.8787,299.9133,0.9219,76626.0,0.704,2.0947,0.6087,0.6772,0.0063,0.003,0.4586,0.9606,Kirmizi_Pistachio
,971.085,326.2059,143.605,0.8979,213.7169,0.9456,37935.0,0.7731,2.2715,0.478,0.6552,0.0091,0.004,0.4292,0.975,Kirmizi_Pistachio
70865.0,1981.442,426.0532,,0.8189,300.38,0.8731,81163.0,0.6588,,0.2268,0.705,0.006,0.0035,0.4971,0.8661,Siit_Pistachio
68562.0,1383.17,422.4373,,,295.4587,0.9218,74380.0,0.7149,1.9384,0.4503,0.6994,0.0062,,0.4892,0.9482,Kirmizi_Pistachio
73946.0,,455.3872,209.0019,0.8885,306.8403,0.9596,,0.744,2.1789,0.5444,0.6738,0.0062,0.0028,0.454,0.9892,Kirmizi_Pistachio
82562.0,1806.656,433.7142,,0.8112,324.224,0.9383,87991.0,0.6708,1.71,0.3179,0.7476,0.0053,,0.5588,0.9556,Siit_Pistachio
101538.0,2028.552,450.0862,300.9217,0.7436,359.5583,0.9308,109091.0,0.708,1.4957,0.3101,0.7989,0.0044,0.003,0.6382,0.9545,
82745.0,1205.8571,479.0735,223.2439,0.8848,324.5831,0.9755,84825.0,0.6889,2.146,0.7151,0.6775,0.0058,0.0027,0.459,0.9851,Kirmizi_Pistachio
68098.0,1924.047,,203.4394,0.8915,294.4572,0.9086,74951.0,0.5915,2.2078,0.2312,0.6556,0.0066,0.003,0.4298,0.9489,Kirmizi_Pistachio
65537.0,1738.9969,,221.3358,,288.8673,0.8709,75252.0,0.6886,1.9086,0.2723,0.6838,0.0064,0.0034,0.4676,0.8924,Kirmizi_Pistachio
95873.0,2049.396,461.9308,276.611,0.8009,349.3842,0.9281,103303.0,,1.67,0.2868,0.7564,0.0048,0.0029,0.5721,0.9553,Siit_Pistachio
60789.0,1036.1479,412.5437,190.2175,0.8874,278.2067,0.9793,62075.0,0.7766,2.1688,0.7115,0.6744,0.0068,0.0031,0.4548,0.9863,Kirmizi_Pistachio
78980.0,,453.9165,223.2982,0.8706,317.1127,,79939.0,0.7749,2.0328,0.7868,0.6986,,0.0028,0.4881,0.9921,Kirmizi_Pistachio
81491.0,1124.584,454.8868,,0.8619,322.1142,0.9895,82357.0,0.7996,1.9721,0.8097,0.7081,0.0056,0.0028,0.5014,0.9889,Kirmizi_Pistachio
,1253.113,453.2456,221.6234,0.8723,313.0657,0.967,79600.0,0.7437,2.0451,0.616,0.6907,,0.0029,0.4771,0.9757,Kirmizi_Pistachio
89939.0,1718.756,463.5656,252.9566,0.838,338.399,0.9579,93892.0,0.7148,1.8326,0.3826,0.73,0.0052,0.0028,0.5329,,Siit_Pistachio
87663.0,1312.243,412.2626,,0.7458,334.0898,0.9614,91184.0,0.7834,1.501,0.6397,0.8104,0.0047,0.0031,,0.9858,Siit_Pistachio
83946.0,1262.795,514.3459,213.5747,0.9097,326.9302,0.9593,87503.0,0.6375,2.4083,0.6615,0.6356,0.0061,0.0025,0.404,0.973,Kirmizi_Pistachio
76016.0,1107.249,461.5909,210.8587,0.8896,,0.9892,76849.0,0.7968,2.1891,,,0.0061,0.0028,0.4543,0.9944,Kirmizi_Pistachio
50352.0,1054.4771,391.3436,170.9202,0.8996,253.1998,0.9461,53221.0,0.6777,2.2896,0.5691,0.647,0.0078,0.0034,0.4186,0.9585,Kirmizi_Pistachio
93649.0,,,260.8926,0.8246,345.308,0.9849,95085.0,0.7754,1.7676,0.7241,0.7488,0.0049,0.0028,0.5607,0.9911,Siit_Pistachio
65313.0,1188.033,447.5455,188.3187,0.9072,288.3732,0.9602,68022.0,0.6756,2.3765,0.5815,0.6443,0.0069,0.0029,0.4152,0.9867,Kirmizi_Pistachio
40127.0,858.363,334.9327,156.1191,0.8847,,0.9718,41290.0,0.7464,2.1454,0.6844,0.6749,0.0083,0.0039,0.4554,0.9771,Kirmizi_Pistachio
84944.0,1162.719,,261.0954,0.7835,328.8679,0.9639,88125.0,0.7583,1.6094,,,0.0049,0.0031,0.6125,0.9858,Siit_Pistachio
67026.0,1212.552,441.681,195.7731,0.8964,292.1304,0.962,,0.6848,,0.5729,0.6614,,0.0029,0.4375,0.9869,Kirmizi_Pistachio
87473.0,1519.543,414.3979,279.9102,0.7374,333.7276,0.9391,93141.0,,1.4805,0.4761,0.8053,0.0047,0.0032,0.6486,0.9602,Siit_Pistachio
80553.0,,471.2913,223.8824,0.88,320.255,0.9479,84983.0,0.6946,2.1051,0.6198,0.6795,0.0059,0.0028,0.4618,0.972,Kirmizi_Pistachio
99001.0,1266.7531,480.2957,264.2429,0.8351,,,100779.0,0.763,1.8176,0.7753,0.7392,0.0049,0.0027,0.5464,0.9932,
89562.0,1241.144,,234.7329,,337.689,0.9901,,0.8061,2.0823,0.7306,0.6909,0.0055,0.0026,0.4773,0.9939,Siit_Pistachio
73305.0,1286.464,439.9381,214.2885,0.8734,,0.9681,75722.0,0.759,,0.5566,0.6944,0.006,0.0029,0.4822,0.99,
60644.0,,414.7089,191.0416,0.8876,277.8747,0.9522,,0.6301,2.1708,0.4999,0.67,0.0068,0.0032,0.449,0.9746,Kirmizi_Pistachio
81466.0,2140.439,470.1004,256.0269,0.8387,322.0648,0.8619,94516.0,0.6497,1.8361,0.2235,0.6851,0.0058,0.0031,0.4694,0.8618,Kirmizi_Pistachio
87051.0,1207.609,425.294,275.8212,0.7612,332.9216,0.9368,,0.6308,1.5419,0.7501,0.7828,0.0049,0.0032,0.6128,0.9449,Siit_Pistachio
74374.0,1151.839,438.3719,217.9243,0.8677,307.727,,76331.0,0.7686,2.0116,0.7044,0.702,,0.0029,0.4928,0.9912,Kirmizi_Pistachio
110303.0,1546.769,,,0.7294,374.7561,0.9641,114405.0,0.7794,1.4617,0.5794,0.8191,0.0041,0.0028,0.6709,0.9807,Siit_Pistachio
90360.0,1305.957,445.8581,,0.8139,339.1901,,,0.7703,1.721,0.6658,0.7608,0.0049,0.0029,0.5788,0.996,Siit_Pistachio
60483.0,1258.101,404.1308,194.3567,0.8768,,0.9469,63874.0,0.751,2.0793,0.4802,0.6867,0.0067,0.0032,0.4715,0.9804,Kirmizi_Pistachio
,1308.853,472.0259,252.9245,0.8443,339.8501,0.9361,96903.0,0.6963,1.8663,0.6654,0.72,0.0052,0.0028,0.5184,0.9674,Siit_Pistachio
79711.0,1419.0811,488.5091,217.491,0.8954,318.5768,0.9506,83855.0,0.7406,2.2461,0.4974,,0.0061,0.0027,0.4253,0.9552,Kirmizi_Pistachio
90408.0,2078.291,497.0739,,0.8709,,0.9315,97059.0,0.7609,2.0346,0.263,0.6826,0.0055,0.0027,0.4659,0.9479,
67556.0,,433.4774,203.1248,,293.2831,0.9583,,0.7662,2.134,,0.6766,0.0064,0.003,0.4578,0.9769,Kirmizi_Pistachio
87510.0,1563.703,395.9266,298.9806,0.6556,333.7981,0.9084,96336.0,0.7162,1.3243,0.4497,0.8431,0.0045,,0.7108,0.9413,Siit_Pistachio
80147.0,1168.076,480.6037,214.6958,0.8947,,0.9809,81709.0,0.767,2.2385,0.7382,0.6647,0.006,0.0027,0.4418,0.989,Kirmizi_Pistachio
